#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520531836802043516,1.1694212962,-0.3556420105,1.5221698097,0.9913735669,-0.0940352042,-0.0364473597,0.0837103408
1520531836810376516,1.1621211146,-0.3552008406,1.5255456694,0.9914691922,-0.0941909230,-0.0370643072,0.0821166739
1520531836818709516,1.1551294600,-0.3553905122,1.5287096269,0.9915142294,-0.0943278993,-0.0348954156,0.0823655897
1520531836827042516,1.1481161779,-0.3552523051,1.5315662439,0.9917047251,-0.0932474029,-0.0344809989,0.0814722091
1520531836835376516,1.1409185034,-0.3547020586,1.5340781699,0.9918540530,-0.0917339964,-0.0353606254,0.0809940593
1520531836843709516,1.1336549307,-0.3547704159,1.5362034744,0.9918778898,-0.0929374534,-0.0347815220,0.0795683814
1520531836852043516,1.1262655556,-0.3542832939,1.5379154790,0.9916359245,-0.0955160760,-0.0343368817,0.0797235910
1520531836860376516,1.1191395106,-0.3542188912,1.5395586208,0.9920722575,-0.0916503639,-0.0367171049,0.0777476749
1520531836868709516,1.1118961397,-0.3543742280,1.5406212150,0.9921812924,-0.0911797870,-0.0363981239,0.0770565115
1520531836877042516,1.1046502108,-0.3543659413,1.5414042648,0.9922058975,-0.0918490159,-0.0358715520,0.0761869213
1520531836885376516,1.0976133207,-0.3540323884,1.5419558612,0.9925439311,-0.0895202867,-0.0354918373,0.0747194260
1520531836893709516,1.0904106730,-0.3541386337,1.5421074192,0.9926191119,-0.0893140996,-0.0353828040,0.0740158593
1520531836902043516,1.0830531418,-0.3541510200,1.5417303863,0.9925915825,-0.0909737184,-0.0332095087,0.0733679860
1520531836910376516,1.0762427134,-0.3543843484,1.5417478532,0.9928719746,-0.0885461067,-0.0360755247,0.0711574709
1520531836918709516,1.0689438735,-0.3543391167,1.5405405663,0.9932263032,-0.0857992628,-0.0350133407,0.0701003782
1520531836927043516,1.0621006632,-0.3546975657,1.5392550609,0.9935016529,-0.0856306519,-0.0338175620,0.0669195762
1520531836935376516,1.0549451146,-0.3547992791,1.5378944240,0.9934492274,-0.0851502571,-0.0338377654,0.0682866897
1520531836943709516,1.0477608938,-0.3547501103,1.5359410755,0.9937056788,-0.0835278540,-0.0336544273,0.0666295806
1520531836952042516,1.0404906880,-0.3544020475,1.5335871601,0.9941158985,-0.0796670574,-0.0344037035,0.0648315170
1520531836960376516,1.0331944788,-0.3544620562,1.5307208855,0.9946442174,-0.0764188349,-0.0321911771,0.0616990329
1520531836968709516,1.0259376678,-0.3541425086,1.5276856885,0.9949244182,-0.0741586261,-0.0321768451,0.0599212064
1520531836977043516,1.0185907065,-0.3548676128,1.5247238870,0.9948360856,-0.0748505812,-0.0312684767,0.0609986529
1520531836985376516,1.0118598699,-0.3549177944,1.5218719223,0.9949227021,-0.0737627408,-0.0341444738,0.0593466912
1520531836993709516,1.0045448817,-0.3552096434,1.5180091105,0.9952143377,-0.0706934554,-0.0322193914,0.0592686104
1520531837002042516,0.9975740521,-0.3554842025,1.5140001585,0.9954415504,-0.0702673341,-0.0313164814,0.0563728605
1520531837010376516,0.9903297719,-0.3553685054,1.5101088548,0.9956092559,-0.0664546795,-0.0328076944,0.0571807684
1520531837018709516,0.9831587340,-0.3556793823,1.5056000157,0.9959844750,-0.0647137327,-0.0303097781,0.0539293591
1520531837027043516,0.9756992410,-0.3556472252,1.5008031222,0.9962634187,-0.0623726303,-0.0297054620,0.0518308887
1520531837035376516,0.9688146855,-0.3557654511,1.4963456379,0.9963867662,-0.0606461793,-0.0305114703,0.0510343339
1520531837043709516,0.9616810725,-0.3561682552,1.4912631464,0.9967260237,-0.0582127356,-0.0293015840,0.0478531955
1520531837052043516,0.9544516639,-0.3563845330,1.4860278599,0.9969402423,-0.0570345772,-0.0295588218,0.0445363492
1520531837060376516,0.9472361378,-0.3561916610,1.4803820251,0.9970794962,-0.0553191325,-0.0268542911,0.0452892806
1520531837068709516,0.9404658711,-0.3565559166,1.4755754352,0.9973112721,-0.0531249504,-0.0301822893,0.0404598031
1520531837077042516,0.9331499790,-0.3569161916,1.4698347199,0.9975440512,-0.0510027088,-0.0290711107,0.0382028822
1520531837085376516,0.9262269552,-0.3568660092,1.4641788508,0.9976624499,-0.0498434095,-0.0291225789,0.0365670074
1520531837093709516,0.9190569621,-0.3571660806,1.4583497143,0.9979081852,-0.0468510499,-0.0289170831,0.0338826688
1520531837102043516,0.9121718096,-0.3571989613,1.4523369910,0.9980517748,-0.0444389354,-0.0297283146,0.0321568538
1520531837110376516,0.9042989968,-0.3569614423,1.4467281327,0.9981412730,-0.0443092853,-0.0292086403,0.0299590007
1520531837118709516,0.8974836764,-0.3574006719,1.4408066667,0.9982784339,-0.0427491404,-0.0290195495,0.0277586938
1520531837127042516,0.8904828073,-0.3576693953,1.4350120492,0.9983712965,-0.0417319840,-0.0289950303,0.0259322961
1520531837135376516,0.8835359801,-0.3575892677,1.4288979174,0.9984671185,-0.0395743974,-0.0297091451,0.0247920757
1520531837143709516,0.8762639149,-0.3576756738,1.4225119273,0.9986176311,-0.0382017804,-0.0282643231,0.0224628346
1520531837152043516,0.8694780737,-0.3580522865,1.4167086697,0.9987237124,-0.0363580308,-0.0285609320,0.0203301017
1520531837160376516,0.8623656861,-0.3582905864,1.4105669087,0.9988366403,-0.0351673912,-0.0281599242,0.0171941607
1520531837168709516,0.8552626370,-0.3582368509,1.4041292399,0.9989899064,-0.0319106620,-0.0278340530,0.0150380220
1520531837177043516,0.8480620712,-0.3583497515,1.3979394471,0.9990768128,-0.0305455339,-0.0269836991,0.0135783818
1520531837185376516,0.8409730376,-0.3584633552,1.3916448253,0.9992085494,-0.0276219822,-0.0264597808,0.0109170050
1520531837193709516,0.8339110640,-0.3586178091,1.3855980253,0.9992443736,-0.0274786526,-0.0258162943,0.0094405728
1520531837202042516,0.8266079605,-0.3586637100,1.3792631736,0.9993479800,-0.0255243236,-0.0243905906,0.0075645841
1520531837210376516,0.8194054454,-0.3587452470,1.3730593757,0.9994245682,-0.0238888240,-0.0233655677,0.0058229582
1520531837218709516,0.8121897557,-0.3589103109,1.3666031250,0.9995344824,-0.0205358082,-0.0223843235,0.0028356764
1520531837227043516,0.8051873365,-0.3588529729,1.3604213634,0.9995856687,-0.0165756549,-0.0235025271,-0.0011703741
1520531837235376516,0.7977708218,-0.3588387987,1.3542721244,0.9996498298,-0.0164740648,-0.0207052255,0.0003414179
1520531837243709516,0.7906185152,-0.3588734752,1.3480123998,0.9997019502,-0.0120173334,-0.0209486670,-0.0035704067
1520531837252042516,0.7830859791,-0.3585130896,1.3414938055,0.9997823348,-0.0091809331,-0.0183650363,-0.0037038981
1520531837260376516,0.7760552178,-0.3585981830,1.3356288634,0.9997750230,-0.0076598169,-0.0189336442,-0.0057225539
1520531837268709516,0.7683844038,-0.3585090481,1.3292569083,0.9998347611,-0.0053282239,-0.0161223881,-0.0064906922
1520531837277043516,0.7614191573,-0.3582944191,1.3234616084,0.9998174946,-0.0024803259,-0.0171804751,-0.0079785196
1520531837285376516,0.7540836520,-0.3582806313,1.3173920120,0.9998049247,0.0010720283,-0.0169795042,-0.0100329311
1520531837293709516,0.7463707784,-0.3580283524,1.3109020738,0.9998168140,0.0051539209,-0.0143380082,-0.0115843420
1520531837302043516,0.7388905664,-0.3572611105,1.3047611867,0.9998288141,0.0062274481,-0.0141232647,-0.0102026877
1520531837310376516,0.7315955032,-0.3574055987,1.2988899140,0.9998065387,0.0097342793,-0.0129634185,-0.0111390638
1520531837318709516,0.7241306980,-0.3570614384,1.2929835206,0.9997828040,0.0121673351,-0.0127431006,-0.0111316722
1520531837327042516,0.7167616988,-0.3570490157,1.2870664732,0.9996973436,0.0158646805,-0.0134163604,-0.0131732445
1520531837335376516,0.7091686897,-0.3569017058,1.2816032708,0.9996348643,0.0184055101,-0.0146346207,-0.0133117670
1520531837343709516,0.7018279341,-0.3567447241,1.2756189828,0.9995756112,0.0221880743,-0.0126146474,-0.0140412793
1520531837352043516,0.6944455587,-0.3567583290,1.2700800540,0.9994637637,0.0264527511,-0.0124707422,-0.0147281249
1520531837360376516,0.6867792228,-0.3563250547,1.2644317180,0.9993797686,0.0288770060,-0.0134867751,-0.0149767698
1520531837368709516,0.6793691989,-0.3559103372,1.2590325682,0.9992865500,0.0322075460,-0.0133621635,-0.0145092250
1520531837377042516,0.6717328946,-0.3558771590,1.2534746005,0.9990830817,0.0371563092,-0.0140540454,-0.0159652246
1520531837385376516,0.6643470594,-0.3554150475,1.2481794470,0.9989399509,0.0411494185,-0.0144848294,-0.0146931803
1520531837393709516,0.6567779962,-0.3551492539,1.2429623734,0.9987833219,0.0441643618,-0.0160849729,-0.0149217548
1520531837402043516,0.6490207420,-0.3547102640,1.2376537599,0.9986103725,0.0482262151,-0.0157700205,-0.0142429837
1520531837410376516,0.6415650789,-0.3542968186,1.2325900625,0.9983891215,0.0522442837,-0.0170445461,-0.0141131258
1520531837418709516,0.6337994638,-0.3540492995,1.2273834352,0.9981503567,0.0565110018,-0.0173471488,-0.0141932571
1520531837427043516,0.6260807231,-0.3533716276,1.2223305433,0.9979846389,0.0597075092,-0.0175509810,-0.0123950381
1520531837435376516,0.6182156631,-0.3530031495,1.2173992250,0.9976702536,0.0640966855,-0.0190565179,-0.0135103337
1520531837443709516,0.6102641616,-0.3525784915,1.2125561793,0.9974163329,0.0678799955,-0.0194473095,-0.0132199591
1520531837452042516,0.6022902161,-0.3521943669,1.2077340070,0.9970933298,0.0721485207,-0.0201990927,-0.0138376059
1520531837460376516,0.5942911100,-0.3518029500,1.2031154120,0.9968682869,0.0752907304,-0.0203913413,-0.0130045283
1520531837468709516,0.5863569609,-0.3513967867,1.1984982316,0.9964789699,0.0800237074,-0.0209377531,-0.0136923078
1520531837477043516,0.5780653605,-0.3508154306,1.1939481849,0.9962346252,0.0830152094,-0.0211263381,-0.0133687863
1520531837485376516,0.5700457552,-0.3503748560,1.1895693530,0.9958173255,0.0874788233,-0.0222682150,-0.0141221917
1520531837493709516,0.5617460271,-0.3500161203,1.1852985383,0.9955485905,0.0902278450,-0.0231890587,-0.0142901154
1520531837502042516,0.5536909274,-0.3497154933,1.1811403221,0.9951819656,0.0937868017,-0.0242392850,-0.0151442449
1520531837510376516,0.5451800460,-0.3490549808,1.1768511337,0.9948299472,0.0973479131,-0.0245792086,-0.0152519684
1520531837518709516,0.5370669263,-0.3487467687,1.1728170713,0.9945451644,0.1001346869,-0.0253090731,-0.0145743344
1520531837527043516,0.5286678478,-0.3484382703,1.1688646698,0.9941411270,0.1037043790,-0.0260337696,-0.0158450091
1520531837535376516,0.5203502566,-0.3479472702,1.1648475377,0.9937410776,0.1071663158,-0.0270703441,-0.0161631646
1520531837543709516,0.5119581201,-0.3475245619,1.1610430202,0.9934030433,0.1099714031,-0.0278971119,-0.0166863800
1520531837552043516,0.5034092923,-0.3475184656,1.1575410759,0.9932201377,0.1115924522,-0.0278158219,-0.0169458771
1520531837560376516,0.4949234387,-0.3473636635,1.1539667980,0.9929100033,0.1140727315,-0.0281167714,-0.0180716503
1520531837568709516,0.4863304639,-0.3469103910,1.1503458028,0.9927322374,0.1154926224,-0.0285395958,-0.0181562774
1520531837577042516,0.4776856497,-0.3466645536,1.1468910150,0.9924299623,0.1178738813,-0.0285879231,-0.0192678130
1520531837585376516,0.4690726768,-0.3465771719,1.1436929953,0.9922125609,0.1193877592,-0.0290269437,-0.0204507554
1520531837593709516,0.4603514123,-0.3463088307,1.1405131510,0.9920450105,0.1206744636,-0.0290541410,-0.0209816065
1520531837602043516,0.4517727872,-0.3462879253,1.1375053710,0.9918058142,0.1221985962,-0.0296533171,-0.0225701311
1520531837610376516,0.4429074850,-0.3459458528,1.1346511107,0.9917665057,0.1227767815,-0.0287448364,-0.0223337090
1520531837618709516,0.4341778701,-0.3459148938,1.1319787799,0.9915829377,0.1238028010,-0.0289077888,-0.0245047720
1520531837627042516,0.4252863418,-0.3457195842,1.1293878441,0.9916501539,0.1235400264,-0.0281516905,-0.0239857548
1520531837635376516,0.4164228159,-0.3455388439,1.1270137871,0.9915429110,0.1242938255,-0.0273538833,-0.0254060146
1520531837643709516,0.4075194506,-0.3454542040,1.1249051256,0.9914946493,0.1244969144,-0.0265678359,-0.0270745050
1520531837652043516,0.3983753658,-0.3453764177,1.1228826109,0.9914498568,0.1248594098,-0.0251639161,-0.0283564189
1520531837660376516,0.3895884342,-0.3452851275,1.1210845470,0.9914299422,0.1246662332,-0.0246547449,-0.0302843784
1520531837668709516,0.3805753601,-0.3450301429,1.1194888879,0.9916192440,0.1233576132,-0.0230560921,-0.0307016433
1520531837677043516,0.3715298163,-0.3451438578,1.1182359772,0.9917783906,0.1218377865,-0.0217540656,-0.0325259657
1520531837685376516,0.3625723218,-0.3452299563,1.1170915411,0.9916725701,0.1220768982,-0.0213211730,-0.0350450030
1520531837693709516,0.3536104799,-0.3450244417,1.1161670707,0.9917834710,0.1210561200,-0.0195553371,-0.0364492984
1520531837702042516,0.3445853433,-0.3450504288,1.1155173196,0.9918617425,0.1198797931,-0.0183730593,-0.0387498340
1520531837710376516,0.3355559477,-0.3450252970,1.1151421496,0.9920146235,0.1182019901,-0.0168620038,-0.0406318722
1520531837718709516,0.3265411748,-0.3451293262,1.1149647357,0.9920539160,0.1170647910,-0.0158087265,-0.0433006533
1520531837727043516,0.3174628470,-0.3451879812,1.1150390499,0.9921538628,0.1156066257,-0.0144903427,-0.0453414878
1520531837735376516,0.3085075384,-0.3452357187,1.1153713684,0.9923266726,0.1135327037,-0.0130417559,-0.0472018294
1520531837743709516,0.2994574801,-0.3455273544,1.1159623520,0.9923780824,0.1120514254,-0.0118908448,-0.0498881498
1520531837752042516,0.2904355777,-0.3458185835,1.1168638640,0.9923758549,0.1105173281,-0.0113305227,-0.0533638649
1520531837760376516,0.2814378998,-0.3459221510,1.1178024047,0.9924856517,0.1089272083,-0.0092578538,-0.0549671419
1520531837768709516,0.2724233244,-0.3458224405,1.1188356379,0.9925151197,0.1079113224,-0.0078202285,-0.0566368047
1520531837777043516,0.2634451080,-0.3461937272,1.1203748008,0.9925098497,0.1062207172,-0.0068664652,-0.0599517233
1520531837785376516,0.2544048832,-0.3465780986,1.1220992476,0.9925966930,0.1040483871,-0.0056339302,-0.0624018985
1520531837793709516,0.2455568984,-0.3465941257,1.1238048595,0.9925160362,0.1033520938,-0.0041905516,-0.0649053301
1520531837802043516,0.2365958839,-0.3469253453,1.1258935923,0.9925199093,0.1019095655,-0.0028060159,-0.0671624633
1520531837810376516,0.2277952142,-0.3471094624,1.1280456540,0.9925678041,0.1002723869,-0.0011447151,-0.0689441243
1520531837818709516,0.2189394205,-0.3476088421,1.1305202688,0.9923997101,0.0997087166,-0.0004019071,-0.0721167508
1520531837827042516,0.2102069931,-0.3477488374,1.1329768016,0.9924711207,0.0980971977,0.0017740004,-0.0733134864
1520531837835376516,0.2015511062,-0.3481052379,1.1357493299,0.9923522478,0.0974358125,0.0039878536,-0.0756794280
1520531837843709516,0.1926874087,-0.3483978853,1.1387372441,0.9923238824,0.0961386206,0.0064289652,-0.0775199749
1520531837852043516,0.1841602145,-0.3487641520,1.1417565748,0.9920782744,0.0960076056,0.0086560925,-0.0805500420
1520531837860376516,0.1755216558,-0.3493404197,1.1451212797,0.9920533167,0.0945335399,0.0112979874,-0.0822555899
1520531837868709516,0.1670878795,-0.3499965809,1.1488194432,0.9919283256,0.0932128710,0.0133030060,-0.0849269547
1520531837877042516,0.1589321417,-0.3503203974,1.1521506121,0.9918037755,0.0928741395,0.0145485529,-0.0865332579
1520531837885376516,0.1503856939,-0.3513996891,1.1563042805,0.9918096210,0.0905531957,0.0184100476,-0.0881751931
1520531837893709516,0.1421627751,-0.3517802761,1.1601760212,0.9915926634,0.0900474200,0.0197179318,-0.0908110963
1520531837902043516,0.1341792675,-0.3523104252,1.1642964628,0.9914064247,0.0891118117,0.0207893567,-0.0934889766
1520531837910376516,0.1260074875,-0.3532736025,1.1689149230,0.9915161917,0.0861032331,0.0236793672,-0.0944519051
1520531837918709516,0.1180023077,-0.3538793902,1.1734211027,0.9912841767,0.0850721495,0.0245047616,-0.0975598644
1520531837927043516,0.1100524776,-0.3547398316,1.1780957799,0.9912797083,0.0829161638,0.0258828112,-0.0990935409
1520531837935376516,0.1025567983,-0.3553925994,1.1829944307,0.9911390142,0.0813466915,0.0270415954,-0.1014638970
1520531837943709516,0.0948437215,-0.3564861968,1.1881886253,0.9911111944,0.0790408849,0.0275868261,-0.1033929681
1520531837952042516,0.0874859420,-0.3571647263,1.1933543416,0.9909629637,0.0774027066,0.0284697262,-0.1057861066
1520531837960376516,0.0800482223,-0.3580528609,1.1986743212,0.9908481810,0.0755139836,0.0292932626,-0.1079788182
1520531837968709516,0.0726904960,-0.3588179913,1.2040637257,0.9906189175,0.0744270785,0.0297490396,-0.1106786564
1520531837977043516,0.0654887015,-0.3599207254,1.2098211308,0.9906418109,0.0708694136,0.0301598997,-0.1126796752
1520531837985376516,0.0585663752,-0.3608315724,1.2154694393,0.9906337098,0.0689212045,0.0304908319,-0.1138640842
1520531837993709516,0.0516586554,-0.3616795782,1.2213196535,0.9904897543,0.0671727488,0.0309403685,-0.1160196619
1520531838002042516,0.0447290892,-0.3625114722,1.2271054730,0.9905883958,0.0642607593,0.0323243591,-0.1164487903
1520531838010376516,0.0380633384,-0.3635531043,1.2330839684,0.9903714657,0.0629252864,0.0321861363,-0.1190328567
1520531838018709516,0.0314353407,-0.3646056760,1.2390944582,0.9903375948,0.0611608031,0.0322242175,-0.1202181533
1520531838027043516,0.0248460547,-0.3655639915,1.2451955851,0.9902756623,0.0589074638,0.0324395176,-0.1217854712
1520531838035376516,0.0183664497,-0.3663818458,1.2513384327,0.9901481665,0.0569821970,0.0332148802,-0.1235168385
1520531838043709516,0.0120240622,-0.3672661876,1.2575313364,0.9900969858,0.0550116854,0.0333869406,-0.1247677255
1520531838052043516,0.0057349045,-0.3682149296,1.2638408082,0.9899602963,0.0534100711,0.0330027377,-0.1266364690
1520531838060376516,-0.0003561279,-0.3690069273,1.2700194164,0.9899100817,0.0519058073,0.0330570586,-0.1276363906
1520531838068709516,-0.0065954268,-0.3701038019,1.2766091823,0.9898097554,0.0493584896,0.0341997867,-0.1291153058
1520531838077042516,-0.0123486785,-0.3708207942,1.2827203601,0.9897993471,0.0479491438,0.0338105220,-0.1298267331
1520531838085376516,-0.0184101911,-0.3718279780,1.2891463806,0.9898264271,0.0459012498,0.0341542167,-0.1302697548
1520531838093709516,-0.0241227440,-0.3726919103,1.2954948183,0.9898098070,0.0441230532,0.0340939168,-0.1310240705
1520531838102043516,-0.0298901993,-0.3734947087,1.3017145187,0.9898650577,0.0425284690,0.0337733760,-0.1312168276
1520531838110376516,-0.0355587953,-0.3742867945,1.3080316983,0.9898187741,0.0410429860,0.0338161997,-0.1320254989
1520531838118709516,-0.0410101367,-0.3750918190,1.3143503412,0.9899471756,0.0385702641,0.0341216762,-0.1317294026
1520531838127042516,-0.0465690343,-0.3757944253,1.3206312688,0.9898762372,0.0374598382,0.0337831772,-0.1326668481
1520531838135376516,-0.0518929615,-0.3763499259,1.3267962029,0.9898075580,0.0356926680,0.0336442680,-0.1336977742
1520531838143709516,-0.0572802476,-0.3770733403,1.3330573139,0.9899479896,0.0339651846,0.0343491343,-0.1329266006
1520531838152043516,-0.0628339507,-0.3775932533,1.3392704330,0.9898454732,0.0324965461,0.0345591605,-0.1339984257
1520531838160376516,-0.0680464594,-0.3783851839,1.3454667732,0.9898945672,0.0301728590,0.0342952235,-0.1342467205
1520531838168709516,-0.0731546480,-0.3790730809,1.3514777385,0.9899355422,0.0285405371,0.0340100027,-0.1343740293
1520531838177043516,-0.0782485615,-0.3796469376,1.3574184870,0.9900543128,0.0274153890,0.0337422531,-0.1337995311
1520531838185376516,-0.0832938412,-0.3803308070,1.3634932981,0.9901779714,0.0252297609,0.0334739731,-0.1333811729
1520531838193709516,-0.0882870146,-0.3809511968,1.3693990124,0.9902940023,0.0237196692,0.0327764933,-0.1329694239
1520531838202042516,-0.0929825829,-0.3817170002,1.3752571057,0.9905773304,0.0214495632,0.0319007726,-0.1314488854
1520531838210376516,-0.0978565898,-0.3821892859,1.3811001601,0.9906056836,0.0197112024,0.0313022682,-0.1316511153
1520531838218709516,-0.1026495948,-0.3828122773,1.3868350124,0.9908718771,0.0180370081,0.0303213593,-0.1301084344
1520531838227043516,-0.1074872945,-0.3833267044,1.3926781637,0.9910202810,0.0158500691,0.0300799970,-0.1293165565
1520531838235376516,-0.1120957485,-0.3839776469,1.3982993270,0.9911809074,0.0139516883,0.0284937802,-0.1286618193
1520531838243709516,-0.1166244046,-0.3846819114,1.4039639904,0.9914589025,0.0115373568,0.0278430937,-0.1268893067
1520531838252042516,-0.1211546201,-0.3852014543,1.4095289055,0.9916807749,0.0094766121,0.0268117506,-0.1255410868
1520531838260376516,-0.1255884056,-0.3855027880,1.4149934356,0.9919411562,0.0075481486,0.0264729552,-0.1236727567
1520531838268709516,-0.1300751373,-0.3857552207,1.4203047851,0.9921966665,0.0056964290,0.0257504546,-0.1218615600
1520531838277043516,-0.1346006381,-0.3858901976,1.4254063654,0.9922893153,0.0050261781,0.0263577957,-0.1210037969
1520531838285376516,-0.1385585647,-0.3862711621,1.4304759264,0.9924702046,0.0036072377,0.0245671189,-0.1199430593
1520531838293709516,-0.1428130149,-0.3867209169,1.4357953891,0.9927527169,0.0012495687,0.0246468009,-0.1176138461
1520531838302043516,-0.1469666737,-0.3870079955,1.4409615143,0.9929080324,-0.0011636841,0.0246122966,-0.1163035681
1520531838310376516,-0.1511937351,-0.3871159927,1.4459199979,0.9930395834,-0.0027484578,0.0246712129,-0.1151354116
1520531838318709516,-0.1551456786,-0.3872585008,1.4509566988,0.9932118465,-0.0048165325,0.0243694847,-0.1136360737
1520531838327042516,-0.1591267289,-0.3871592173,1.4557760653,0.9934358236,-0.0066471743,0.0250377700,-0.1114189818
1520531838335376516,-0.1631594172,-0.3869895318,1.4605220949,0.9935059015,-0.0086471997,0.0249778738,-0.1106677703
1520531838343709516,-0.1668706888,-0.3869074975,1.4652390794,0.9936035332,-0.0105838504,0.0255656708,-0.1094824064
1520531838352043516,-0.1704520930,-0.3866507624,1.4698234726,0.9937498441,-0.0122889859,0.0255230620,-0.1079759299
1520531838360376516,-0.1743579807,-0.3859460964,1.4740855582,0.9938084778,-0.0136683974,0.0268454078,-0.1069448848
1520531838368709516,-0.1778940909,-0.3854439137,1.4785077525,0.9938815388,-0.0154620396,0.0271857971,-0.1059308485
1520531838377042516,-0.1814313995,-0.3847472745,1.4826709542,0.9939820426,-0.0169881107,0.0287472948,-0.1043297475
1520531838385376516,-0.1849647367,-0.3837560096,1.4867787941,0.9939803379,-0.0184822125,0.0293053902,-0.1039359887
1520531838393709516,-0.1882403960,-0.3824335785,1.4905799618,0.9940449620,-0.0194348112,0.0301728275,-0.1028907287
1520531838402043516,-0.1917397038,-0.3815261633,1.4946002429,0.9940163446,-0.0219903353,0.0319523636,-0.1021125762
1520531838410376516,-0.1948584826,-0.3800211226,1.4980410692,0.9940366115,-0.0233973170,0.0320972590,-0.1015556324
1520531838418709516,-0.1978515217,-0.3786584882,1.5014923439,0.9940348671,-0.0250065232,0.0325554754,-0.1010420598
1520531838427043516,-0.2008318702,-0.3768320657,1.5047936161,0.9941217969,-0.0267528773,0.0334275473,-0.0994421214
1520531838435376516,-0.2034785780,-0.3749374383,1.5078003638,0.9941672352,-0.0279154698,0.0336772851,-0.0985802996
1520531838443709516,-0.2066564283,-0.3728856869,1.5107502196,0.9942321166,-0.0295246816,0.0350357218,-0.0969705605
1520531838452042516,-0.2093462102,-0.3708865336,1.5136762287,0.9942923217,-0.0311233136,0.0349475822,-0.0958790114
1520531838460376516,-0.2116001885,-0.3688576467,1.5164121025,0.9943456601,-0.0329151188,0.0346009125,-0.0948476680
1520531838468709516,-0.2143417133,-0.3666284132,1.5188043710,0.9943499247,-0.0347325481,0.0352332374,-0.0939174978
1520531838477043516,-0.2171229000,-0.3640086346,1.5209373748,0.9944771763,-0.0359711840,0.0358806458,-0.0918357180
1520531838485376516,-0.2195046095,-0.3615068758,1.5230069029,0.9945392291,-0.0366059273,0.0353187725,-0.0911279990
1520531838493709516,-0.2220297657,-0.3588847912,1.5246961686,0.9945592398,-0.0376261336,0.0360111493,-0.0902185667
1520531838502042516,-0.2245961696,-0.3559894509,1.5261736309,0.9947068397,-0.0387156287,0.0363672536,-0.0879592290
1520531838510376516,-0.2268695810,-0.3530596059,1.5274316283,0.9947429452,-0.0387299763,0.0364019993,-0.0875291741
1520531838518709516,-0.2293201262,-0.3500859378,1.5285837667,0.9948575148,-0.0397866429,0.0365266478,-0.0856816913
1520531838527043516,-0.2316294387,-0.3470826483,1.5293294245,0.9948930921,-0.0403002215,0.0365660131,-0.0850091415
1520531838535376516,-0.2339808015,-0.3440017700,1.5300174537,0.9950162162,-0.0415765898,0.0371539612,-0.0826661955
1520531838543709516,-0.2359746844,-0.3410331052,1.5304100375,0.9951166847,-0.0413264096,0.0368619151,-0.0817074712
1520531838552043516,-0.2383160146,-0.3377435249,1.5305328463,0.9951609894,-0.0424812855,0.0371126205,-0.0804524637
1520531838560376516,-0.2403278966,-0.3345249639,1.5304519605,0.9952447753,-0.0422918874,0.0374855830,-0.0793351402
1520531838568709516,-0.2424074633,-0.3312471508,1.5301787416,0.9953379233,-0.0425961928,0.0381721220,-0.0776586889
1520531838577042516,-0.2444301110,-0.3278740363,1.5297501119,0.9954113938,-0.0428528578,0.0384449924,-0.0764314871
1520531838585376516,-0.2463409264,-0.3244655648,1.5288843886,0.9955154799,-0.0421346707,0.0385752886,-0.0754025587
1520531838593709516,-0.2482004741,-0.3211827717,1.5280610108,0.9955565407,-0.0421084725,0.0389945646,-0.0746557081
1520531838602043516,-0.2498497702,-0.3177381935,1.5269490669,0.9956129619,-0.0413591039,0.0388020388,-0.0744221506
1520531838610376516,-0.2518678486,-0.3143479713,1.5254778014,0.9956415291,-0.0404145069,0.0395991157,-0.0741385401
1520531838618709516,-0.2536634791,-0.3107136607,1.5238995394,0.9956760551,-0.0396259098,0.0396058067,-0.0740969674
1520531838627042516,-0.2552890714,-0.3070934336,1.5221440907,0.9957435385,-0.0383689023,0.0396147912,-0.0738464702
1520531838635376516,-0.2569943216,-0.3036321129,1.5203396810,0.9957992120,-0.0377854702,0.0401229201,-0.0731186628
1520531838643709516,-0.2586999953,-0.2996628545,1.5181990676,0.9959057488,-0.0361120051,0.0397064342,-0.0727396848
1520531838652043516,-0.2600627925,-0.2961902379,1.5160943097,0.9959508533,-0.0347650430,0.0396108467,-0.0728304228
1520531838660376516,-0.2614296903,-0.2929188282,1.5138908174,0.9959751252,-0.0343490206,0.0387106390,-0.0731791042
1520531838668709516,-0.2628245726,-0.2889028188,1.5112896386,0.9960581715,-0.0321671216,0.0385765295,-0.0731111944
1520531838677043516,-0.2638638125,-0.2852692796,1.5088663244,0.9961573977,-0.0314027624,0.0368654204,-0.0729742858
1520531838685376516,-0.2651700895,-0.2815771728,1.5059239069,0.9962241730,-0.0290213418,0.0365978174,-0.0731830485
1520531838693709516,-0.2659406481,-0.2777542171,1.5034053446,0.9962771919,-0.0279564675,0.0347144047,-0.0737909413
1520531838702042516,-0.2670746636,-0.2740987424,1.5004242302,0.9963070270,-0.0258673749,0.0341006707,-0.0744334010
1520531838710376516,-0.2679260332,-0.2699625985,1.4972730156,0.9964249236,-0.0233501751,0.0342141528,-0.0736310583
1520531838718709516,-0.2686633425,-0.2661630806,1.4942228151,0.9964798197,-0.0218663789,0.0327898533,-0.0739909185
