#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520616234262878799,0.6395481620,-0.4535023027,1.3956122424,0.9995722279,-0.0054597041,-0.0236362313,-0.0163365075
1520616234271211799,0.6393620886,-0.4532002538,1.3954679222,0.9995729986,-0.0051870792,-0.0236872517,-0.0163042545
1520616234279545799,0.6391260111,-0.4528970045,1.3953461398,0.9996008317,-0.0056327033,-0.0232134710,-0.0150859107
1520616234287878799,0.6389063538,-0.4525144141,1.3951668386,0.9995958147,-0.0052895983,-0.0234247082,-0.0152154642
1520616234296211799,0.6387728676,-0.4522784193,1.3951146387,0.9995955780,-0.0053778175,-0.0234599305,-0.0151456681
1520616234304544799,0.6386886795,-0.4520613109,1.3950581489,0.9995675756,-0.0047880590,-0.0241128194,-0.0161340730
1520616234312878799,0.6385780925,-0.4518493561,1.3949949579,0.9995685023,-0.0050991209,-0.0241753555,-0.0158858556
1520616234321211799,0.6384194133,-0.4514807226,1.3948312307,0.9995506591,-0.0041715266,-0.0244136135,-0.0168835342
1520616234329545799,0.6382700819,-0.4511750788,1.3947384550,0.9995753697,-0.0042419817,-0.0240287793,-0.0159280762
1520616234337878799,0.6380362080,-0.4508335075,1.3945068198,0.9995700888,-0.0038400262,-0.0243119771,-0.0159317165
1520616234346211799,0.6378444850,-0.4504757163,1.3943697940,0.9996030053,-0.0039144201,-0.0237129111,-0.0147039762
1520616234354545799,0.6377637599,-0.4502248803,1.3942986771,0.9996043116,-0.0038032002,-0.0237356678,-0.0146073279
1520616234362878799,0.6379142453,-0.4501650945,1.3943989068,0.9995886125,-0.0039806664,-0.0240564647,-0.0151012107
1520616234371211799,0.6378481801,-0.4499273149,1.3943200636,0.9995867270,-0.0039138717,-0.0241755742,-0.0150531844
1520616234379544799,0.6378223312,-0.4497852414,1.3943094881,0.9995826887,-0.0046341997,-0.0244493086,-0.0146698314
1520616234387878799,0.6376787019,-0.4494464577,1.3942076005,0.9996030250,-0.0045870222,-0.0241224504,-0.0138151732
1520616234396211799,0.6377060418,-0.4494359324,1.3941457969,0.9995735734,-0.0042401739,-0.0244568205,-0.0153803867
1520616234404545799,0.6375675066,-0.4489717775,1.3940640248,0.9995714149,-0.0040776880,-0.0249383607,-0.0147796184
1520616234412878799,0.6372193378,-0.4483907090,1.3938038345,0.9996160459,-0.0054339063,-0.0243024000,-0.0121501751
1520616234421211799,0.6372671825,-0.4482975870,1.3937747208,0.9995983803,-0.0053619571,-0.0248170892,-0.0125872815
1520616234429544799,0.6375522030,-0.4483514359,1.3938709078,0.9995626072,-0.0039515478,-0.0254584393,-0.0145205877
1520616234437878799,0.6375265252,-0.4481249724,1.3937825915,0.9995602377,-0.0039016075,-0.0255882748,-0.0144688923
1520616234446211799,0.6374641558,-0.4478943401,1.3936915510,0.9995703252,-0.0040106192,-0.0254426470,-0.0139911269
1520616234454545799,0.6374113499,-0.4476841962,1.3936516122,0.9995702250,-0.0041024311,-0.0254712436,-0.0139194493
1520616234462878799,0.6373797318,-0.4474568132,1.3935796276,0.9995658323,-0.0041680908,-0.0257300484,-0.0137382111
1520616234471211799,0.6372848600,-0.4471323674,1.3934704755,0.9995909451,-0.0041277321,-0.0252546919,-0.0127712478
1520616234479545799,0.6372716737,-0.4469371071,1.3933882114,0.9995857653,-0.0040564515,-0.0255227674,-0.0126661522
1520616234487878799,0.6373313796,-0.4468280128,1.3933337524,0.9995574412,-0.0040722428,-0.0262641168,-0.0133616929
1520616234496211799,0.6372608311,-0.4465153445,1.3932171923,0.9995751192,-0.0040499012,-0.0260400566,-0.0124537035
1520616234504544799,0.6371772074,-0.4462464527,1.3931054052,0.9995764273,-0.0041638884,-0.0260837101,-0.0122175358
1520616234512878799,0.6369633985,-0.4458454556,1.3929218954,0.9995833584,-0.0052198907,-0.0262897090,-0.0107104397
1520616234521211799,0.6371806274,-0.4458614336,1.3929225764,0.9995696641,-0.0040551743,-0.0263855599,-0.0121591305
1520616234529545799,0.6371964506,-0.4456670618,1.3928345610,0.9995646874,-0.0039342825,-0.0266454672,-0.0120406076
1520616234537878799,0.6373043226,-0.4456003861,1.3927922734,0.9995260959,-0.0035973491,-0.0276152249,-0.0131164790
1520616234546211799,0.6372535354,-0.4453548155,1.3926311392,0.9995431596,-0.0034412238,-0.0274149398,-0.0122495400
1520616234554544799,0.6372263555,-0.4451624633,1.3924765723,0.9995427331,-0.0030973855,-0.0274731071,-0.0122457881
1520616234562878799,0.6372877650,-0.4450886123,1.3923824920,0.9995384915,-0.0031359541,-0.0277706495,-0.0119063368
1520616234571211799,0.6372903120,-0.4449335013,1.3922950110,0.9995301221,-0.0030237735,-0.0280765405,-0.0119205612
1520616234579545799,0.6373109202,-0.4447816393,1.3921712264,0.9995245533,-0.0028789196,-0.0282910228,-0.0119162613
1520616234587878799,0.6375215805,-0.4447799172,1.3921441957,0.9994739741,-0.0015732547,-0.0293836611,-0.0136345311
1520616234596211799,0.6375993710,-0.4445195751,1.3920068332,0.9994507668,-0.0005790747,-0.0297537718,-0.0145788386
1520616234604545799,0.6374645167,-0.4443771138,1.3919151774,0.9994752049,-0.0019553278,-0.0295809735,-0.0130559367
1520616234612878799,0.6374186439,-0.4442963841,1.3917781534,0.9994584237,-0.0016634335,-0.0299753499,-0.0134748171
1520616234621211799,0.6374744468,-0.4440958264,1.3916673808,0.9994662703,-0.0013672049,-0.0298837062,-0.0131251413
1520616234629544799,0.6374688105,-0.4439919664,1.3915480125,0.9994743225,-0.0015094360,-0.0297596962,-0.0127734399
1520616234637878799,0.6374878273,-0.4438305734,1.3914386301,0.9994721829,-0.0010651501,-0.0298481279,-0.0127792965
1520616234646211799,0.6374819548,-0.4436897939,1.3913136514,0.9994675829,-0.0009044691,-0.0299670994,-0.0128726663
1520616234654545799,0.6374704635,-0.4437436765,1.3911427284,0.9994632801,-0.0006502702,-0.0297307497,-0.0137408661
1520616234662878799,0.6375139524,-0.4434581390,1.3910362363,0.9994650904,-0.0002729826,-0.0300140629,-0.0129851698
1520616234671211799,0.6374894973,-0.4435146472,1.3909213273,0.9994654121,-0.0001529214,-0.0296526501,-0.0137690582
1520616234679544799,0.6374550610,-0.4433259526,1.3907662700,0.9994858000,0.0001135109,-0.0292482277,-0.0131401636
1520616234687878799,0.6375758515,-0.4432283145,1.3907952608,0.9994613979,-0.0000790586,-0.0299928231,-0.0133168488
1520616234696211799,0.6375973487,-0.4432551729,1.3905880429,0.9994673856,0.0004342447,-0.0294900314,-0.0139676236
1520616234704545799,0.6376521738,-0.4430707525,1.3905785419,0.9994641845,0.0002169165,-0.0298376365,-0.0134540784
1520616234712878799,0.6375745484,-0.4429917576,1.3903759199,0.9994912728,0.0005788754,-0.0288720321,-0.0135375903
1520616234721211799,0.6376129709,-0.4429242995,1.3903001795,0.9994947691,0.0006080987,-0.0287364550,-0.0135666084
1520616234729545799,0.6377206049,-0.4427459710,1.3902575955,0.9994997972,0.0006082020,-0.0289032736,-0.0128213241
1520616234737878799,0.6377770776,-0.4426777551,1.3901880414,0.9995048783,0.0006044037,-0.0287276213,-0.0128201720
1520616234746211799,0.6378127813,-0.4426000855,1.3901350423,0.9995094151,0.0004843072,-0.0285254402,-0.0129226072
1520616234754544799,0.6379033869,-0.4425354043,1.3900521650,0.9995229487,0.0003130447,-0.0281929781,-0.0126068675
1520616234762878799,0.6379557217,-0.4426051844,1.3898801928,0.9995335066,0.0006378412,-0.0275375567,-0.0131926213
1520616234771211799,0.6380082838,-0.4425775631,1.3898224735,0.9995402448,0.0004124060,-0.0272278548,-0.0133331472
1520616234779545799,0.6380233803,-0.4426049340,1.3897155905,0.9995518043,0.0005152577,-0.0266827371,-0.0135630614
1520616234787878799,0.6380847388,-0.4424890893,1.3896617667,0.9995661379,0.0003457952,-0.0262891878,-0.0132776095
1520616234796211799,0.6382581598,-0.4423671034,1.3897373663,0.9995685449,-0.0000922521,-0.0264940843,-0.0126798654
1520616234804544799,0.6382665857,-0.4424522189,1.3895276583,0.9995865462,0.0001882507,-0.0255216041,-0.0132419400
1520616234812878799,0.6385339420,-0.4424489807,1.3896074168,0.9995992170,0.0002323419,-0.0254241490,-0.0124484558
1520616234821211799,0.6385380250,-0.4423571810,1.3896003433,0.9996002707,-0.0002002540,-0.0251536177,-0.0129055879
1520616234829545799,0.6386388919,-0.4423469091,1.3895580231,0.9996088731,-0.0002854254,-0.0247655444,-0.0129879634
1520616234837878799,0.6387779705,-0.4423568127,1.3895459051,0.9996152951,-0.0003680205,-0.0244669296,-0.0130574015
1520616234846211799,0.6389671821,-0.4424667786,1.3896002798,0.9996020368,-0.0006716397,-0.0245520292,-0.0138749664
1520616234854545799,0.6390874666,-0.4424587834,1.3896047757,0.9996069885,-0.0007972726,-0.0242992662,-0.0139563055
1520616234862878799,0.6391532661,-0.4423582601,1.3895411679,0.9996344234,-0.0008949744,-0.0235702149,-0.0132160309
1520616234871211799,0.6392754033,-0.4425054987,1.3894642958,0.9996395884,-0.0008303794,-0.0229771646,-0.0138583410
1520616234879544799,0.6394577866,-0.4424079511,1.3895620171,0.9996433853,-0.0013489833,-0.0231438469,-0.0132531031
1520616234887878799,0.6397098746,-0.4425287157,1.3896526806,0.9996143669,-0.0015781902,-0.0237295076,-0.0143365715
1520616234896211799,0.6397661434,-0.4424417029,1.3896011411,0.9996477040,-0.0017977317,-0.0228957437,-0.0133049233
1520616234904545799,0.6400447534,-0.4426148512,1.3896981612,0.9996187113,-0.0020198312,-0.0234478871,-0.0144412220
1520616234912878799,0.6402258355,-0.4427091595,1.3896979173,0.9996213684,-0.0017484566,-0.0231087732,-0.0148339916
1520616234921211799,0.6403449879,-0.4426861046,1.3897187583,0.9996373259,-0.0026435044,-0.0227288056,-0.0141996470
1520616234929544799,0.6404580125,-0.4427187312,1.3897342773,0.9996547482,-0.0030569514,-0.0223080212,-0.0135422136
1520616234937878799,0.6406445959,-0.4426993368,1.3896929924,0.9996645020,-0.0026090188,-0.0219814435,-0.0134496300
1520616234946211799,0.6409121066,-0.4429296331,1.3897557757,0.9996599621,-0.0033196291,-0.0220939347,-0.0134461222
1520616234954545799,0.6410004764,-0.4428723085,1.3897293570,0.9996566415,-0.0032035865,-0.0221287225,-0.0136622053
1520616234962878799,0.6411371488,-0.4428863783,1.3897333411,0.9996610185,-0.0033464127,-0.0219401474,-0.0136117446
1520616234971211799,0.6413369333,-0.4429359583,1.3897716657,0.9996594344,-0.0033914467,-0.0219563329,-0.0136906091
1520616234979545799,0.6415189491,-0.4429462574,1.3898382473,0.9996592461,-0.0033609961,-0.0218174561,-0.0139317653
1520616234987878799,0.6417988479,-0.4431648979,1.3899797700,0.9996327067,-0.0036971610,-0.0223987062,-0.0148013758
1520616234996211799,0.6419608497,-0.4430921091,1.3899607100,0.9996557648,-0.0038144756,-0.0219210538,-0.0139021220
1520616235004544799,0.6422331267,-0.4431912698,1.3900562103,0.9996473276,-0.0037292538,-0.0221065239,-0.0142342775
1520616235012878799,0.6425017805,-0.4432832047,1.3901395252,0.9996489522,-0.0036845557,-0.0220597114,-0.0142044226
1520616235021211799,0.6427082495,-0.4432979147,1.3901669622,0.9996525121,-0.0038754641,-0.0219580197,-0.0140599133
1520616235029545799,0.6429420527,-0.4433413025,1.3902515874,0.9996513218,-0.0039565184,-0.0219484422,-0.0141367113
1520616235037878799,0.6431892890,-0.4433755042,1.3903327916,0.9996492859,-0.0040152793,-0.0219684631,-0.0142326832
1520616235046211799,0.6434381923,-0.4433989083,1.3904128305,0.9996484410,-0.0039032786,-0.0219804192,-0.0143045479
1520616235054544799,0.6437105651,-0.4434084588,1.3904916515,0.9996531944,-0.0040437491,-0.0218356293,-0.0141543013
1520616235062878799,0.6439470124,-0.4434311200,1.3905438424,0.9996513006,-0.0039968060,-0.0218951038,-0.0142094078
1520616235071211799,0.6441133965,-0.4436918873,1.3905168832,0.9996498713,-0.0036284182,-0.0213088963,-0.0152610741
1520616235079545799,0.6444918745,-0.4437892832,1.3907200379,0.9996191804,-0.0041007892,-0.0221824576,-0.0158939099
1520616235087878799,0.6447354183,-0.4435591871,1.3908414627,0.9996441257,-0.0043244793,-0.0220878545,-0.0143194807
1520616235096211799,0.6448383225,-0.4433945813,1.3908992854,0.9996606009,-0.0055639782,-0.0219860049,-0.0128195430
1520616235104545799,0.6453679631,-0.4437061859,1.3911558649,0.9996451930,-0.0046494829,-0.0219730308,-0.0143197901
1520616235112878799,0.6454655621,-0.4435431204,1.3911772022,0.9996608582,-0.0058402515,-0.0218515324,-0.0129062219
1520616235121211799,0.6460445952,-0.4439177057,1.3913984539,0.9996441916,-0.0043470704,-0.0218678452,-0.0146420806
1520616235129544799,0.6463626938,-0.4440140261,1.3914573203,0.9996397523,-0.0043404423,-0.0219321273,-0.0148495142
1520616235137878799,0.6466921886,-0.4440876517,1.3916491661,0.9996447901,-0.0046485037,-0.0216862561,-0.0147780727
1520616235146211799,0.6469843330,-0.4440261206,1.3917302404,0.9996479044,-0.0044707742,-0.0214937008,-0.0149030286
1520616235154545799,0.6473975953,-0.4442798352,1.3919098685,0.9996303515,-0.0045559489,-0.0217409991,-0.0156758599
1520616235162878799,0.6477635844,-0.4443283085,1.3919929845,0.9996220736,-0.0040315796,-0.0217540474,-0.0163161812
1520616235171211799,0.6478865638,-0.4442527085,1.3919622404,0.9996281236,-0.0044076500,-0.0217500508,-0.0158468438
1520616235179544799,0.6481603657,-0.4442628306,1.3919838953,0.9996195993,-0.0034953026,-0.0215680993,-0.0168302287
1520616235187878799,0.6485048133,-0.4443068020,1.3921269523,0.9996344085,-0.0036416431,-0.0213336951,-0.0162068297
1520616235196211799,0.6487720401,-0.4442558218,1.3922114692,0.9996575511,-0.0043899184,-0.0209467519,-0.0150579811
1520616235204545799,0.6490405882,-0.4442439022,1.3922816437,0.9996619374,-0.0045745041,-0.0208361763,-0.0148640054
1520616235212878799,0.6491511686,-0.4440263179,1.3922563727,0.9996745260,-0.0056816166,-0.0208816756,-0.0135098850
1520616235221211799,0.6495630352,-0.4441106462,1.3924413989,0.9996723615,-0.0059438021,-0.0209897232,-0.0133892668
1520616235229545799,0.6503558146,-0.4445511786,1.3928606877,0.9996347126,-0.0052765296,-0.0215201349,-0.0154752531
1520616235237878799,0.6506940057,-0.4445097134,1.3929649664,0.9996501365,-0.0054720878,-0.0212629898,-0.0147494429
1520616235246211799,0.6510842847,-0.4445228558,1.3930929153,0.9996492427,-0.0055461983,-0.0213806374,-0.0146116244
1520616235254544799,0.6514339063,-0.4444502354,1.3931718729,0.9996449551,-0.0052945731,-0.0215931752,-0.0146855744
1520616235262878799,0.6516746750,-0.4444619396,1.3932007050,0.9996352916,-0.0056488732,-0.0219769182,-0.0146420332
1520616235271211799,0.6521559052,-0.4445700990,1.3933939199,0.9995995960,-0.0057829863,-0.0228230507,-0.0156943633
1520616235279545799,0.6525021345,-0.4445183226,1.3934727912,0.9995951594,-0.0059428911,-0.0230492462,-0.0155862658
1520616235287878799,0.6528665307,-0.4444626886,1.3936086135,0.9995883454,-0.0060057721,-0.0231901706,-0.0157888043
1520616235296211799,0.6531344548,-0.4443511068,1.3936476758,0.9996179365,-0.0062650113,-0.0226401140,-0.0145655735
1520616235304544799,0.6536823628,-0.4444560926,1.3938784262,0.9996191029,-0.0067361586,-0.0226382032,-0.0142753272
1520616235312878799,0.6540853774,-0.4445346887,1.3940147314,0.9996135689,-0.0073200179,-0.0227780147,-0.0141524632
1520616235321211799,0.6546061145,-0.4446170641,1.3941264630,0.9996049370,-0.0069841394,-0.0230267097,-0.0145245459
1520616235329545799,0.6550147140,-0.4446774252,1.3942585535,0.9995784056,-0.0076103481,-0.0236019801,-0.0151010006
1520616235337878799,0.6552870914,-0.4446024629,1.3941555400,0.9995731160,-0.0074709266,-0.0238418950,-0.0151438112
1520616235346211799,0.6558219569,-0.4447287108,1.3943171759,0.9995779451,-0.0078291580,-0.0237515353,-0.0147817623
1520616235354545799,0.6561711627,-0.4447290627,1.3943067217,0.9995742976,-0.0078183763,-0.0239063317,-0.0147845792
1520616235362878799,0.6566006522,-0.4446926825,1.3943098043,0.9996106404,-0.0080776040,-0.0230850933,-0.0134312477
1520616235371211799,0.6569388242,-0.4445529052,1.3942257433,0.9996283080,-0.0090322508,-0.0229349874,-0.0116469140
1520616235379544799,0.6579686815,-0.4450827858,1.3945464099,0.9995906601,-0.0080789990,-0.0236619067,-0.0139052586
1520616235387878799,0.6581214276,-0.4446515552,1.3943546872,0.9996219296,-0.0086859334,-0.0230656110,-0.0121872869
1520616235396211799,0.6588636969,-0.4449472988,1.3944485008,0.9995987773,-0.0076127204,-0.0235076065,-0.0138464164
1520616235404545799,0.6591712116,-0.4447014693,1.3943289470,0.9996361126,-0.0089887620,-0.0227996576,-0.0112703183
1520616235412878799,0.6599370842,-0.4449794484,1.3944473201,0.9996287990,-0.0078678276,-0.0227392884,-0.0127783480
1520616235421211799,0.6603968395,-0.4449792882,1.3943632298,0.9996155942,-0.0075445719,-0.0231398091,-0.0132775182
1520616235429544799,0.6613013135,-0.4452776407,1.3944994413,0.9996095118,-0.0070331110,-0.0232856910,-0.0137526641
1520616235437878799,0.6618364874,-0.4451385719,1.3944200934,0.9996242447,-0.0073796431,-0.0230030216,-0.0129526534
1520616235446211799,0.6627535925,-0.4453795071,1.3945358832,0.9995899857,-0.0071105116,-0.0239159034,-0.0140474459
1520616235454545799,0.6633726424,-0.4454182530,1.3943989253,0.9995932622,-0.0066352484,-0.0240145329,-0.0138775270
1520616235462878799,0.6642293150,-0.4455586710,1.3944971027,0.9996275422,-0.0069721142,-0.0232137848,-0.0125414004
1520616235471211799,0.6651304516,-0.4457736593,1.3945197411,0.9995957038,-0.0066560597,-0.0240984036,-0.0135422580
1520616235479545799,0.6658133496,-0.4457716920,1.3943510477,0.9995945971,-0.0061119424,-0.0242398485,-0.0136277415
1520616235487878799,0.6668167441,-0.4459924913,1.3945082490,0.9996191075,-0.0062540494,-0.0236447253,-0.0127849063
1520616235496211799,0.6677185923,-0.4460179189,1.3944162863,0.9996425882,-0.0058639960,-0.0232584730,-0.0118047785
1520616235504544799,0.6685043496,-0.4460145465,1.3942737067,0.9996379031,-0.0058921358,-0.0235607503,-0.0115860475
1520616235512878799,0.6697032065,-0.4461656550,1.3944259664,0.9996605519,-0.0055603916,-0.0230060078,-0.0108897495
1520616235521211799,0.6705452870,-0.4462889724,1.3942685679,0.9996617453,-0.0056324241,-0.0230604767,-0.0106247488
1520616235529545799,0.6716675403,-0.4462834324,1.3942832761,0.9996683806,-0.0056874897,-0.0230890963,-0.0098830619
1520616235537878799,0.6726721301,-0.4464023421,1.3941909977,0.9996738777,-0.0051975801,-0.0231568829,-0.0094277302
1520616235546211799,0.6739777469,-0.4467904091,1.3942935780,0.9996388228,-0.0054309493,-0.0242863358,-0.0101440930
1520616235554544799,0.6753808197,-0.4470555740,1.3944453003,0.9996644256,-0.0052883770,-0.0236987434,-0.0090243449
1520616235562878799,0.6765915091,-0.4471733520,1.3944479939,0.9996510832,-0.0051757316,-0.0241652183,-0.0093255540
1520616235571211799,0.6776147421,-0.4471679762,1.3942939853,0.9996755509,-0.0049188439,-0.0235947461,-0.0082392909
1520616235579545799,0.6792920481,-0.4477152967,1.3946622589,0.9996509408,-0.0052500951,-0.0243127915,-0.0089062477
1520616235587878799,0.6806205590,-0.4478039589,1.3945245405,0.9996732658,-0.0045887213,-0.0239583226,-0.0076357086
1520616235596211799,0.6820152596,-0.4481229255,1.3946195661,0.9996777525,-0.0050260216,-0.0238193328,-0.0071951064
1520616235604545799,0.6834950388,-0.4482850695,1.3946377233,0.9996994301,-0.0052531204,-0.0233262600,-0.0054166188
1520616235612878799,0.6851487518,-0.4487008848,1.3948365132,0.9996674000,-0.0049924711,-0.0243267879,-0.0069549926
1520616235621211799,0.6865074142,-0.4487904751,1.3947699792,0.9996796136,-0.0054527701,-0.0240248194,-0.0058090964
1520616235629544799,0.6880747644,-0.4490468996,1.3948008240,0.9996777275,-0.0056037266,-0.0241031975,-0.0056635108
1520616235637878799,0.6897867731,-0.4494466624,1.3949189190,0.9996754287,-0.0053909297,-0.0242337751,-0.0057183279
1520616235646211799,0.6913688242,-0.4495909560,1.3948891269,0.9996968396,-0.0047133718,-0.0236466536,-0.0049848498
1520616235654545799,0.6928919487,-0.4497096984,1.3948040964,0.9996992328,-0.0054727038,-0.0235146235,-0.0043076683
1520616235662878799,0.6947920027,-0.4502552802,1.3949261382,0.9996881545,-0.0047168749,-0.0238964406,-0.0055049969
1520616235671211799,0.6965204841,-0.4505600105,1.3949984564,0.9997032928,-0.0050113232,-0.0234004231,-0.0045423829
1520616235679544799,0.6982788123,-0.4507414138,1.3949489824,0.9997272105,-0.0052966560,-0.0225687503,-0.0028463265
1520616235687878799,0.7001407903,-0.4511833670,1.3950849964,0.9997183592,-0.0049643271,-0.0229191276,-0.0036429953
1520616235696211799,0.7019297007,-0.4514514230,1.3950377911,0.9997336149,-0.0054643315,-0.0222644936,-0.0026706869
1520616235704545799,0.7039679185,-0.4520008975,1.3952524359,0.9997120909,-0.0052085421,-0.0230720331,-0.0040358024
1520616235712878799,0.7058629280,-0.4522257160,1.3952565513,0.9997383319,-0.0050242117,-0.0221471785,-0.0027436162
1520616235721211799,0.7077719462,-0.4525296688,1.3952654491,0.9997363907,-0.0050417229,-0.0221870849,-0.0030762587
1520616235729545799,0.7097017047,-0.4528909007,1.3952772713,0.9997522594,-0.0051666994,-0.0215171686,-0.0023950943
1520616235737878799,0.7115219084,-0.4530916904,1.3951922822,0.9997628398,-0.0049086709,-0.0211356636,-0.0018581977
1520616235746211799,0.7136541952,-0.4535674446,1.3952562711,0.9997479654,-0.0047128355,-0.0217723801,-0.0027853899
1520616235754544799,0.7159359487,-0.4541566172,1.3955031173,0.9997548971,-0.0051423003,-0.0214128465,-0.0022786958
1520616235762878799,0.7177525292,-0.4542642011,1.3952671479,0.9997575408,-0.0053201510,-0.0213270379,-0.0013088548
1520616235771211799,0.7200456233,-0.4548066397,1.3953946179,0.9997664166,-0.0057618941,-0.0208109489,-0.0009039820
1520616235779545799,0.7222938392,-0.4552032335,1.3954746016,0.9997292331,-0.0050564056,-0.0225286561,-0.0028901306
1520616235787878799,0.7245711317,-0.4556281865,1.3955395378,0.9997436643,-0.0053718653,-0.0219345075,-0.0016205132
1520616235796211799,0.7268212255,-0.4560940515,1.3955503389,0.9997346486,-0.0056565765,-0.0222834876,-0.0014428101
1520616235804544799,0.7292122209,-0.4566459852,1.3955981058,0.9997445231,-0.0047586174,-0.0220601722,-0.0012621236
1520616235812878799,0.7316091543,-0.4570935884,1.3956348896,0.9997359578,-0.0045107667,-0.0224989404,-0.0012105050
1520616235821211799,0.7338884766,-0.4573502702,1.3956207994,0.9997322194,-0.0047613748,-0.0226406608,-0.0004682289
1520616235829545799,0.7362472268,-0.4578054990,1.3955757857,0.9997220449,-0.0050763533,-0.0230227408,-0.0001305240
1520616235837878799,0.7386592782,-0.4581889609,1.3955255397,0.9997347171,-0.0050570699,-0.0224291332,0.0013621368
1520616235846211799,0.7410821224,-0.4586442078,1.3954538531,0.9997123099,-0.0045522948,-0.0235439250,0.0005076794
1520616235854545799,0.7435012601,-0.4589773672,1.3953289553,0.9997162309,-0.0044288529,-0.0233420557,0.0017295375
1520616235862878799,0.7461222997,-0.4594140884,1.3952732631,0.9997067459,-0.0041091998,-0.0237401159,0.0024379497
1520616235871211799,0.7488415108,-0.4599931474,1.3952615081,0.9996924177,-0.0034414728,-0.0244728844,0.0020746473
1520616235879544799,0.7516335106,-0.4605229794,1.3951725733,0.9996934409,-0.0031804416,-0.0243525638,0.0031403354
1520616235887878799,0.7544000826,-0.4610848048,1.3951920642,0.9996620607,-0.0027522718,-0.0257224864,0.0025579465
1520616235896211799,0.7571025080,-0.4614470320,1.3950836706,0.9996811426,-0.0029699970,-0.0245948080,0.0048874939
1520616235904545799,0.7597253764,-0.4619449492,1.3948781707,0.9996705970,-0.0021336349,-0.0251733086,0.0045221335
1520616235912878799,0.7627246697,-0.4625081265,1.3948791982,0.9996715754,-0.0017280991,-0.0248557712,0.0059954675
1520616235921211799,0.7656771694,-0.4631219051,1.3948345724,0.9996549724,-0.0012568951,-0.0256290319,0.0056132921
1520616235929544799,0.7684096554,-0.4634088333,1.3947055008,0.9996614499,-0.0010408110,-0.0251224237,0.0066907424
1520616235937878799,0.7712260470,-0.4640033144,1.3945679867,0.9996427765,-0.0007645996,-0.0259957389,0.0061608773
1520616235946211799,0.7741985386,-0.4645598430,1.3944496424,0.9996434994,-0.0002341713,-0.0257589844,0.0070209625
1520616235954545799,0.7770904264,-0.4650098992,1.3942812215,0.9996412562,-0.0008727461,-0.0256573023,0.0076354441
1520616235962878799,0.7802082071,-0.4656452644,1.3941813543,0.9996244346,-0.0004138166,-0.0264609148,0.0071160708
1520616235971211799,0.7828928674,-0.4658925964,1.3938217949,0.9996327623,-0.0008422963,-0.0255430192,0.0090102891
1520616235979545799,0.7859247193,-0.4665030320,1.3936262776,0.9996377958,-0.0003687318,-0.0254412901,0.0087682344
1520616235987878799,0.7891073396,-0.4670442328,1.3935144203,0.9996334615,-0.0009266020,-0.0251378124,0.0100087197
1520616235996211799,0.7921026004,-0.4675356790,1.3932206010,0.9996381496,-0.0008942915,-0.0247550799,0.0104859959
1520616236004544799,0.7953199465,-0.4681953100,1.3930220689,0.9996319797,-0.0003764302,-0.0248199081,0.0109423764
1520616236012878799,0.7984915034,-0.4685959166,1.3926797868,0.9996230328,-0.0001339352,-0.0253203203,0.0106139370
1520616236021211799,0.8015574014,-0.4693037137,1.3923980258,0.9996369081,0.0001017418,-0.0243620591,0.0115122387
1520616236029545799,0.8047691533,-0.4699332582,1.3921233865,0.9996228870,-0.0003481762,-0.0247486302,0.0118940280
1520616236037878799,0.8078068074,-0.4705482115,1.3916449034,0.9996180071,-0.0005483413,-0.0247046548,0.0123781732
1520616236046211799,0.8109634978,-0.4710152298,1.3911288208,0.9996091071,-0.0001529129,-0.0250190835,0.0124761791
1520616236054544799,0.8141348436,-0.4716167146,1.3906841485,0.9996166594,-0.0000944522,-0.0249522036,0.0119963657
1520616236062878799,0.8174935351,-0.4724472702,1.3903683568,0.9996246391,-0.0007200563,-0.0242482127,0.0127313213
1520616236071211799,0.8204724081,-0.4728654968,1.3897382379,0.9996177330,-0.0013943584,-0.0242930280,0.0131260179
1520616236079545799,0.8235862795,-0.4734229450,1.3891242598,0.9996068150,-0.0024301376,-0.0245697735,0.0132904470
1520616236087878799,0.8268664529,-0.4741217606,1.3885546555,0.9996186084,-0.0022415163,-0.0240672917,0.0133558563
1520616236096211799,0.8305177666,-0.4750671217,1.3881161247,0.9996067120,-0.0016067510,-0.0252870976,0.0120167515
1520616236104545799,0.8335456193,-0.4755416319,1.3872965689,0.9996083194,-0.0020296497,-0.0252056452,0.0119901502
1520616236112878799,0.8368461972,-0.4761979987,1.3864969058,0.9996098139,-0.0021923011,-0.0249755796,0.0123139804
1520616236121211799,0.8401457886,-0.4768406518,1.3856821846,0.9996057462,-0.0024714216,-0.0250237311,0.0124922855
1520616236129544799,0.8432718618,-0.4772668434,1.3847484161,0.9996114182,-0.0029426882,-0.0244498008,0.0130598798
1520616236137878799,0.8467839537,-0.4781327395,1.3841121753,0.9996099741,-0.0031137429,-0.0245608748,0.0129215955
1520616236146211799,0.8498404826,-0.4785044052,1.3829772747,0.9996123545,-0.0035303787,-0.0238569922,0.0139111884
1520616236154545799,0.8533213583,-0.4792885466,1.3821015242,0.9996138908,-0.0028211846,-0.0243621209,0.0130612894
1520616236162878799,0.8567218110,-0.4798138952,1.3810753646,0.9996124580,-0.0024474717,-0.0243068113,0.0133462613
